50,50,55,55,60,60,65,65,70,70,75,75,80,80,85,85,87.5,87.5,90,90,92,92
10.15228426,701.5622086,24.36548223,700.9737905,34.5177665,701.7196726,40.60913706,702.1672019,50.76142132,704.5457371,69.03553299,705.8883249,96.44670051,707.9022066,152.284264,713.6372112,193.9086294,692.205532,244.6700508,664.9145343,274.1116751,634.4245312
13.19796954,691.9900549,23.35025381,686.2053248,30.45685279,683.4621361,38.5786802,680.7935357,50.76142132,689.8518595,67.00507614,686.1473117,96.44670051,693.208329,146.1928934,700.1284575,191.8781726,677.362478,245.6852792,653.5605511,268.0203046,625.8137367
14.21319797,683.9013778,24.36548223,665.0554232,31.47208122,659.0469284,38.5786802,664.4670051,50.76142132,668.6273697,61.92893401,656.3866156,92.3857868,674.9507925,138.071066,676.6746089,186.8020305,667.1936186,243.6548223,632.1868849,267.0050761,619.2085362
13.19796954,667.500259,23.35025381,642.1236921,31.47208122,631.2918264,37.56345178,646.4332332,48.73096447,652.1516627,60.91370558,644.8834559,87.30964467,648.4554025,134.0101523,664.9476847,181.7258883,655.3921061,240.6091371,625.432508,269.035533,604.6638351
13.19796954,656.0716876,22.33502538,620.8246141,31.47208122,616.5979488,37.56345178,635.0046618,47.71573604,629.2199316,59.89847716,612.1558065,85.27918782,631.9796954,130.964467,638.601471,175.6345178,638.6180462,235.5329949,615.2636486,270.0507614,593.3098519
12.18274112,638.0379157,21.31979695,599.5255361,29.44162437,600.1222418,37.56345178,621.9434373,45.68527919,607.8462654,57.8680203,590.7821403,82.23350254,605.6334818,124.8730964,603.8682275,172.5888325,631.8636693,231.4720812,603.5367243,272.0812183,585.295763
11.16751269,621.6367969,21.31979695,573.4030871,27.41116751,578.7485756,35.53299492,611.9983425,43.65482234,588.1052523,56.85279188,566.2177561,79.18781726,584.1852274,118.7817259,583.8288615,165.4822335,613.3823682,229.4416244,593.5916295,271.0659898,573.7926033
9.137055838,601.8957837,18.27411168,550.3221796,26.39593909,559.0821506,35.53299492,602.2024241,42.63959391,573.3367865,55.83756345,549.8166373,77.15736041,553.0156428,115.7360406,562.3806071,164.4670051,598.6139024,225.3807107,578.5993992,271.0659898,562.3640319
8.121827411,582.2293587,17.25888325,533.9210608,28.42639594,541.2721434,36.54822335,590.8484409,39.59390863,556.7864912,53.8071066,530.0756242,71.06598985,526.4456646,111.6751269,542.4904175,160.4060914,585.2543251,223.3502538,568.6543044,268.0203046,553.977002
