2500,2500,1875,1875,1250,1250,625,625
10.01896572,17.81767581,13.69873753,29.4538536,13.70959231,29.63567123,16.94431797,33.81732604
16.29303093,22.90826803,17.00944668,34.90823185,17.0637206,35.81732001,23.2075284,38.72610063
22.5888057,28.36249551,17.21568758,38.36276688,20.39613932,41.63533353,20.63494457,45.63532147
28.92799961,34.54399354,29.43817447,43.08942231,29.70954407,47.63486315,23.98907285,51.81697025
35.23462917,40.18003866,29.72039885,47.81668079,33.12880106,54.90741774,21.2970864,56.72619712
44.48290522,45.08866248,38.86012706,50.90712828,48.52088491,62.72482218,27.5711516,61.81678934
56.7813756,51.08804134,42.08399794,54.90696545,57.83428966,68.7243518,33.80179767,66.18011102
66.13819949,57.81484151,51.26714528,58.72468348,82.1055869,75.26858053,40.0650081,71.08888561
87.45699546,64.90467389,66.46384302,63.26937051,115.2886619,81.08508643,49.22644587,74.54296836
135.695656,72.90223759,75.64699036,67.08708854,172.3631166,87.08220388,61.40551363,78.54235326
183.8257687,79.08162496,87.79349376,70.54102053,256.1620499,90.71433525,73.56287181,82.17810289
240.8133852,83.62420134,99.97256152,74.54040543,339.8741448,92.89192555,91.6577969,85.26809809
309.6327163,86.34799835,130.0186039,77.81161522,438.457294,94.15967387,118.7621928,89.26672918
414.3053994,89.61543912,154.1053698,81.26494417,537.0187335,95.06378693,160.6616594,91.08279487
515.8844689,91.06485432,184.0971383,83.6270658,644.53537,95.96744771,226.4525058,93.0794721
614.4784729,92.51442028,217.0522628,85.6254014,749.0343765,96.32580634,307.1252612,94.34812499
689.181097,93.78337469,252.9815981,87.44176861,868.4695659,96.86522881,390.7830822,95.61662712
802.7112838,95.41400448,288.8892239,88.89450054,1071.464883,97.0367947,507.2549156,96.51983561
922.1464733,95.95342695,336.7154026,89.98299417,1187.882443,97.03091503,599.8028048,96.69697966
1005.77173,96.67647618,366.6420424,91.25421,1322.199541,96.84231315,704.2801017,96.69170303
1140.099683,96.66969194,426.4084836,92.34210058,1441.591311,96.65446509,784.8877284,96.86945011
1265.483294,96.84517761,507.0703842,93.42893584,1593.829658,96.64677628,877.4247628,96.86477653
1364.001315,97.02202014,581.7187345,93.78880208,1719.158995,95.91317379,972.9685724,97.22358745
1483.40394,97.0159897,692.2530009,95.237765,1877.356619,95.72336583,1071.475738,97.21861234
1596.847288,97.19207842,784.8443092,96.14217958,2044.498584,95.35128795,1155.035866,96.85075576
1731.153532,96.82165891,895.3351565,96.86387196,2190.74509,94.9802654,1241.58106,96.48274843
1871.451616,96.81457315,1014.748636,97.03965916,2360.861267,94.42621913,1375.876448,95.93051129
2005.768715,96.62597128,1140.143102,97.39696247,2501.137642,94.0554981,1528.103941,95.74100485
2122.164565,96.25645634,1250.579676,97.20956668,2626.466979,93.32189561,1653.444133,95.18921999
2280.373043,96.24846601,1352.061052,97.02262318,2757.788157,92.95162686,1757.888865,94.63849046
2405.745799,96.24213405,1516.228807,96.8325137,2886.113414,92.39969124,1853.345836,93.54276031
2537.077832,96.05368294,1665.460379,96.46134038,3002.509264,92.0301763,1939.901885,93.35657061
2626.597236,95.50370721,1808.732674,96.27228623,3142.796494,91.8412729,2077.13892,92.07691218
2763.910255,95.49677221,1946.034838,96.08353359,3339.767406,91.10405215,2244.259176,91.34119903
2898.205644,94.94453507,2086.311213,95.71281257,3494.958254,90.55075968,2405.387591,90.24215214
3029.526822,94.57426632,2244.497981,95.34118697,,,2554.575744,89.1437083
3136.989184,94.56883893,2426.608694,95.69562582,,,2697.80462,88.22738361
3256.413519,94.92644376,2584.795463,95.32400023,,,2835.063365,87.31136044
3492.190284,94.18726312,2742.993086,95.13419227,,,2966.351978,86.39563879
,,2934.004722,94.57909067,,,3115.561841,85.66083021
,,3077.244453,93.84458361,,,3237.906112,84.92737848
,,3241.412207,93.65447413,,,3384.120054,84.01090303
,,3399.588121,93.1010309,,,3491.560707,83.64184037
,,3495.088512,92.73257129,,,,
