50,50,55,55,60,60,65,65,70,70,75,75,80,80,85,85,87.5,87.5,90,90,92,92,93,93,94,94,95,95
0,517.8861789,0,373.1707317,0,293.4932067,0,184.5555737,0,126.0162602,0,80.48507666,594.966443,39.82648551,595.9731544,49.58531129,594.966443,62.59071316,593.9597315,75.59611502,594.966443,108.1191684,595.9731544,132.5121406,579.8657718,217.0213346,460.0671141,221.5747258
3.020134228,534.1572543,3.020134228,404.0759535,1.006711409,309.761554,5.033557047,204.0814099,4.026845638,134.1599825,2.013422819,93.5041196,581.8791946,39.79101872,568.7919463,49.51164948,580.8724832,60.92650188,576.8456376,75.54973536,569.7986577,108.0509631,569.7986577,137.3192557,568.7919463,203.9831942,446.9798658,252.433568
6.040268456,558.5556829,8.053691275,451.2440661,5.033557047,324.4066132,11.0738255,238.2441207,12.08053691,155.3200196,11.0738255,108.1628199,558.7248322,38.10225351,534.5637584,47.7928739,554.6979866,57.60353577,551.6778523,78.7335625,542.6174497,106.351285,539.5973154,124.2292792,555.704698,179.5574835,423.8255034,281.6391117
9.060402685,594.3362252,8.053691275,490.2684564,10.06711409,350.4365144,15.10067114,280.5314563,19.12751678,186.2334261,23.15436242,132.5858024,539.5973154,38.05041742,482.2147651,41.14694167,531.5436242,54.2887543,519.4630872,73.76821084,517.4496644,96.52698205,510.4026846,114.3940634,536.5771812,169.7495498,412.7516779,302.7473127
12.08053691,643.1248977,13.08724832,517.9243739,14.09395973,382.9677525,15.10067114,296.7916189,22.14765101,225.266001,25.16778523,156.9815027,526.5100671,36.38893436,437.9194631,37.77486768,512.4161074,49.35886943,493.2885906,72.07126098,486.2416107,86.68630982,478.1879195,101.2986304,514.4295302,155.0553828,396.6442953,312.4597588
12.08053691,675.6452229,18.12080537,545.5802914,19.12751678,415.5017188,20.13422819,314.6914389,25.16778523,257.7945108,27.18120805,184.6292356,506.3758389,36.33437006,387.5838926,36.01244066,497.3154362,49.3179462,460.0671141,67.1031811,440.9395973,81.68549135,433.8926174,94.67452393,474.1610738,135.434059,381.5436242,322.1749332
9.060402685,700.0272822,19.12751678,578.1033448,20.13422819,451.2768047,22.14765101,332.5830742,26.17449664,298.4476456,32.2147651,225.2932831,488.2550336,33.03322966,347.3154362,42.40737709,484.2281879,50.90849566,433.8926174,58.9021662,414.7651007,78.36252524,409.7315436,94.60904676,442.9530201,125.5933868,374.4966443,320.5298194
418.7919463,0.324657609,21.1409396,610.6291264,22.14765101,490.3066514,23.15436242,353.7240138,29.19463087,327.7241229,36.24161074,267.5806188,470.1342282,31.35810553,314.0939597,48.82141103,466.1073826,50.85938779,410.738255,58.83941725,383.557047,79.90396682,377.5167785,97.7737764,406.7114094,110.8610247,365.4362416,305.8711191
404.6979866,10.04256016,23.15436242,643.1549081,23.15436242,514.6996235,24.16107383,387.8730834,32.2147651,360.2526327,36.24161074,309.8570415,460.0671141,26.45277459,271.8120805,43.82877721,452.0134228,47.56916026,391.6107383,58.78758116,373.4899329,91.25879849,355.3691275,117.2259508,370.4697987,120.5189065,357.3825503,278.207017
